id,key_signature,chord_progressions,pitch_min,pitch_max,num_measures,bpm,time_signature,sample_rhythm,min_velocity,max_velocity,instruments
BP_CR2_02295,C major,"['G#', 'F', 'E', 'E', 'D', 'C', 'C']",60,68,3,120.0,4/4,"[1.5, 1.5, 1.0, 0.5, 1.75, 1.5, 2.75]",78,78,['Steinway Grand Piano']
BP_CR2_02335,F minor,"['F', 'G#', 'B-', 'C', 'F', 'G#', 'B-', 'C', 'C', 'F', 'G#', 'B-', 'C', 'F', 'F.G#', 'G#', 'B-', 'B-.C', 'C', 'C', 'F', 'G#', 'G#.B-', 'B-', 'C', 'F', 'G#', 'G#.B-', 'B-', 'C', 'F', 'F.G#', 'G#', 'B-', 'C', 'F', 'G#', 'B-', 'B-.C#', 'C#', 'C', 'B-.C', 'B-']",53,61,5,120.0,4/4,"[Fraction(1, 3), Fraction(1, 3), Fraction(1, 3), 1.0, 0.25, 0.25, 0.25, 0.75, 0.25, 0.25, 0.25, Fraction(1, 3), 0.75, Fraction(1, 3), 0.25, Fraction(1, 3), 0.5, 0.5, 0.25, Fraction(1, 3), Fraction(1, 3), 0.75, 0.25, Fraction(1, 3), 0.25, 1.0, Fraction(1, 3), Fraction(1, 3), Fraction(1, 3), 1.0, Fraction(1, 3), Fraction(1, 3), 0.25, 0.5, Fraction(1, 12), Fraction(1, 3), Fraction(1, 3)]",63,63,['Steinway Grand Piano']
BP_CR2_01897,A- major,"['C', 'C#', 'C.C#', 'C', 'C#', 'E-', 'C#', 'C#.E-', 'E-', 'E-', 'G#', 'G']",72,80,2,120.0,18/8,"[2.25, 2.25, Fraction(5, 3), Fraction(2, 3), Fraction(2, 3), Fraction(2, 3), 0.5, 2.0, Fraction(7, 3), 1.25]",70,88,['Steinway Grand Piano']
BP_CR2_02292,F major,"['A', 'B', 'B', 'C', 'C', 'F', 'F']",57,65,4,120.0,4/4,"[1.75, 2.25, 1.5, 2.5, 1.0, 2.75, Fraction(43, 12)]",63,78,['Steinway Grand Piano']
BP_CR2_01951,A- major,"['C#', 'C', 'C.C#', 'C#', 'C', 'F#', 'F#', 'G#', 'B-', 'B-.C', 'C', 'C#', 'C', 'C', 'C#', 'E-', 'G#', 'G#', 'G#', 'G#', 'G#', 'G#', 'G#', 'G#', 'G#', 'G#', 'G#', 'G#', 'G#']",66,80,6,120.0,12/8,"[Fraction(2, 3), 4.5, 1.0, 3.0, 1.0, Fraction(1, 3), Fraction(4, 3), 1.5, Fraction(4, 3), Fraction(4, 3), Fraction(1, 3), 1.0, 1.25, 0.5, 0.5, 0.25, 0.5, 0.5, 0.5, 0.25, 0.25, 0.5, Fraction(1, 3), 0.25, 0.5, 2.75]",46,77,['Steinway Grand Piano']
BP_CR2_01922,E- major,"['B-', 'E-', 'B-', 'G#', 'B-', 'E-', 'B-', 'G#', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-']",68,75,5,120.0,12/8,"[1.5, 0.5, Fraction(4, 3), 0.75, 1.5, 0.5, 1.5, 0.75, 1.5, 1.5, 1.5, 2.25, 1.5, Fraction(2, 3), Fraction(4, 3), 3.0, 0.5]",71,81,['Steinway Grand Piano']
BP_CR2_02247,E major,"['B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B', 'B.B']",35,47,4,120.0,4/4,"[0.75, 0.75, 0.75, Fraction(2, 3), 0.75, 0.5, 1.0, 0.75, Fraction(2, 3), 0.5, 0.5, 0.5, 0.75, 0.75, 0.75, 0.75, 0.25, 0.25, 0.75, 0.75, Fraction(2, 3), 0.5]",66,100,['Classic Electric Piano']
BP_CR2_02286,C# minor,"['G#.G#', 'E-', 'E-', 'E-', 'E-', 'E-.E', 'E', 'E-']",32,64,3,120.0,4/4,"[1.5, 1.25, 1.0, 0.25, Fraction(4, 3), 2.25, 2.25]",77,90,['Steinway Grand Piano']
BP_CR2_02283,F minor,"['G#.G#', 'G#', 'G#', 'G#', 'B-', 'B-', 'B', 'C']",32,60,3,120.0,4/4,"[1.5, 1.25, 1.0, 0.5, 1.75, 0.25, 0.75, 2.25]",75,83,['Steinway Grand Piano']
BP_CR2_02269,G major,"['B.B', 'B', 'B', 'C', 'A', 'B', 'B', 'D', 'D', 'C', 'A', 'B', 'B', 'B.E-', 'E-', 'E-', 'C', 'A.C', 'A', 'B', 'B', 'B', 'B', 'B', 'B.B', 'B', 'B']",59,75,4,120.0,7/8,"[0.25, 0.5, Fraction(1, 3), Fraction(1, 3), Fraction(1, 3), 0.75, 0.5, 0.25, 0.25, 0.5, 0.5, 0.5, 0.75, Fraction(1, 3), Fraction(1, 3), 0.5, 0.25, 0.5, 0.75, 0.25, Fraction(1, 3), 0.25, Fraction(1, 3), Fraction(1, 3)]",73,93,['Steinway Grand Piano']
BP_CR2_02302,E minor,"['B', 'B', 'B', 'B', 'B', 'B.A', 'B.A', 'B.A', 'B.A', 'B.A', 'B.A', 'B.A', 'B.A', 'B.A', 'B.A', 'B.A']",35,45,5,120.0,3/4,"[Fraction(2, 3), Fraction(2, 3), 0.5, 0.5, 0.5, 2.5, Fraction(2, 3), 1.0, Fraction(4, 3), Fraction(2, 3), Fraction(1, 3), 1.5, 0.75, 2.25]",63,66,['Classic Electric Piano']
BP_CR2_01885,B major,"['F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#', 'F#']",42,42,6,120.0,4/4,"[2.0, 0.75, 1.0, 0.5, 0.5, 1.75, 0.25, 0.25, 1.0, Fraction(2, 3), Fraction(1, 3), 1.0, 1.0, 0.5, 1.25, Fraction(2, 3), 0.25, 0.5, 2.0, 0.75, 0.75, 0.5, 0.5, 0.5]",52,72,['Steinway Grand Piano']
BP_CR2_02328,E- major,"['B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-']",34,46,3,120.0,4/4,"[Fraction(4, 3), 1.0, Fraction(2, 3), 0.5, 0.25, 0.5, 0.75, 0.75, 0.75, 1.0, 0.5, 3.0]",63,63,['Steinway Grand Piano']
BP_CR2_01958,F# major,"['F', 'G#', 'B-', 'G#', 'G#.F', 'F', 'E-', 'C#', 'G#', 'C#', 'E-', 'C#', 'E-', 'C#', 'B-', 'B-', 'B-', 'B-', 'G#.B-', 'G#', 'B-', 'C#', 'C#']",65,77,3,120.0,12/8,"[1.0, 0.75, 0.75, 1.0, 0.75, 0.25, 0.5, 0.5, 0.75, 0.5, 1.25, 0.5, 0.75, 0.5, Fraction(2, 3), Fraction(1, 3), 0.75, Fraction(1, 3), Fraction(2, 3), 3.25]",52,66,['Steinway Grand Piano']
BP_CR2_02279,F minor,"['G#', 'G#', 'B-', 'B-', 'G#.B-', 'G#', 'C', 'C', 'G#', 'G#']",32,48,4,120.0,4/4,"[1.75, Fraction(5, 3), Fraction(1, 3), Fraction(17, 12), 1.75, 0.75, 2.75, 1.25, 1.75]",78,78,['Classic Electric Piano']
BP_CR2_02308,E major,"['B', 'B-', 'B-.B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B.B', 'B', 'B', 'B', 'B', 'B.B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",35,71,6,120.0,3/4,"[Fraction(4, 3), 0.25, 0.5, 0.75, Fraction(1, 3), 1.0, Fraction(2, 3), 0.75, Fraction(5, 12), 0.5, 0.5, 0.5, 0.5, 0.75, 0.75, 0.5, Fraction(1, 3), 0.5, 0.5, Fraction(2, 3), Fraction(1, 3), 0.75, 0.5, Fraction(1, 6), 0.75, 0.5, 0.25, 0.5, 0.5]",70,100,['Classic Electric Piano']
BP_CR2_02284,C# minor,"['G#.G#', 'E-', 'E', 'E', 'E', 'E', 'E-']",32,64,3,120.0,4/4,"[Fraction(5, 3), 1.5, 0.75, 0.5, 1.25, 2.0, 1.5]",96,103,['Steinway Grand Piano']
BP_CR2_01901,E- major,"['E-', 'B-', 'E-', 'C', 'B-', 'B-', 'B-']",58,72,2,120.0,18/8,"[3.0, 2.0, 2.0, 0.75, 3.75, 1.0, Fraction(7, 3)]",65,65,['Steinway Grand Piano']
BP_CR2_01957,B- minor,"['F', 'E-', 'G#.E-', 'G#', 'C#', 'C#', 'C#', 'F', 'F', 'E-.F', 'E-', 'G#', 'C#', 'C#', 'C#', 'C#', 'F', 'E-', 'C#', 'B-.C#', 'B-', 'C#', 'B-', 'C#', 'B-', 'C#', 'B-', 'C#']",68,77,4,120.0,12/8,"[1.0, 1.0, 0.5, 1.0, 1.75, 0.5, 0.5, 0.75, 0.75, 1.0, 1.75, 1.0, Fraction(1, 3), 1.0, 1.75, 1.0, 0.75, Fraction(1, 3), Fraction(1, 3), 0.75, 0.75, 0.5, 0.25, 0.75]",56,56,['Steinway Grand Piano']
BP_CR2_01916,E- minor,"['E-', 'G#', 'C#', 'B-.C#', 'B-', 'G#', 'E-.G#', 'E-', 'B-', 'B-', 'B-', 'G#', 'B-', 'B-.C#', 'C#', 'B-']",63,73,3,120.0,12/8,"[2.25, 1.75, 0.25, 1.5, 0.75, 2.25, 0.75, Fraction(7, 3), 0.75, 2.25, 0.75, Fraction(4, 3), 0.75]",69,69,['Steinway Grand Piano']
BP_CR2_01864,G# minor,"['C#', 'B', 'G#', 'B', 'B.C#', 'C#', 'C#', 'B', 'G#', 'B', 'C#', 'B', 'G#', 'G#', 'B', 'C#', 'B', 'G#', 'G#.B', 'B', 'C#', 'B', 'C#', 'B', 'G#', 'B', 'B.C#', 'C#', 'B', 'G#', 'B', 'C#', 'B', 'G#', 'B', 'C#', 'B', 'G#', 'B', 'C#', 'B', 'C#', 'B', 'G#', 'G#', 'B', 'C#', 'B', 'G#', 'B', 'C#', 'B.C#', 'B', 'B', 'G#', 'B', 'C#', 'B', 'G#', 'B', 'C#', 'B', 'C#', 'B', 'G#.B', 'G#', 'B', 'C#', 'B', 'G#', 'B', 'C#', 'B', 'G#', 'B', 'C#', 'B', 'G#', 'G#', 'G#.B', 'B', 'C#', 'B.C#', 'B']",68,73,13,120.0,6/8,"[1.0, 1.0, Fraction(2, 3), 0.25, 0.25, 0.25, 0.25, 0.5, 0.25, 0.25, Fraction(2, 3), Fraction(1, 3), Fraction(1, 3), 0.5, Fraction(1, 3), Fraction(2, 3), 0.5, 0.25, Fraction(1, 3), 0.25, 0.75, 1.0, Fraction(2, 3), Fraction(1, 3), 0.25, 0.5, 0.25, Fraction(1, 3), Fraction(2, 3), 0.5, 0.75, 0.25, 0.75, 0.25, Fraction(2, 3), Fraction(1, 3), 0.5, 0.25, 1.0, 0.75, 0.25, 0.25, 0.25, 0.5, 0.25, 0.75, 0.25, Fraction(1, 3), 0.25, 0.25, 0.5, 0.25, 0.5, Fraction(1, 3), Fraction(2, 3), Fraction(1, 3), Fraction(2, 3), 0.25, 1.0, 0.75, 0.5, 0.25, 0.25, Fraction(2, 3), Fraction(1, 3), 0.5, 0.25, 0.25, 0.25, 0.75, 0.25, 0.5, 0.25, 0.25, Fraction(5, 12), Fraction(1, 3), Fraction(2, 3), 0.25]",61,93,['Steinway Grand Piano']
BP_CR2_02318,E major,"['C#', 'B', 'B', 'B', 'B.B', 'B', 'B', 'A', 'A', 'B', 'B', 'B', 'B', 'B', 'C#', 'B', 'B', 'B.B', 'B', 'B', 'B.B', 'B', 'A', 'B', 'B', 'B.B', 'B', 'B', 'B', 'C#', 'B', 'B', 'B', 'B.B', 'B', 'B', 'B.A', 'A', 'B', 'B', 'B', 'B.B', 'B', 'B', 'C#', 'B', 'B', 'B', 'A', 'B.A', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",35,49,8,120.0,3/4,"[0.25, 0.25, 0.25, Fraction(1, 3), 0.5, Fraction(1, 3), 0.25, 0.25, Fraction(1, 3), Fraction(1, 3), 0.25, 0.5, 0.25, 0.5, Fraction(1, 3), 0.5, Fraction(1, 3), 0.5, 0.25, Fraction(1, 3), Fraction(1, 3), Fraction(1, 3), 0.25, 0.5, 0.25, 0.5, 0.5, Fraction(1, 3), 0.5, 0.5, 0.5, 0.5, Fraction(1, 3), Fraction(1, 3), Fraction(1, 3), 0.5, 0.5, 0.25, Fraction(1, 3), Fraction(1, 3), 0.25, 0.5, Fraction(1, 3), 0.25, 0.25, 0.25, 0.25, Fraction(1, 3), Fraction(1, 3)]",81,81,['Steinway Grand Piano']
BP_CR2_02316,A major,"['B', 'B', 'C#', 'C#', 'A', 'B', 'B.B', 'B', 'B.B', 'B', 'B', 'B', 'B.B', 'B', 'C#', 'C#', 'E', 'C#', 'B', 'B', 'A', 'B', 'B.B', 'B', 'C#', 'C#']",35,64,6,120.0,3/4,"[0.5, 1.0, 1.5, 0.5, 1.0, Fraction(2, 3), 0.5, 0.25, 0.25, 0.5, 0.5, Fraction(5, 3), Fraction(1, 3), 1.0, 0.5, 0.5, 0.5, 0.5, 1.0, Fraction(2, 3), Fraction(1, 3), Fraction(2, 3)]",61,105,['Classic Electric Piano']
BP_CR2_01871,C minor,"['G', 'D', 'D.G', 'G', 'D', 'G', 'B-', 'B-', 'C', 'C', 'G', 'C', 'D', 'G', 'G', 'C', 'C.D', 'D', 'D', 'E-', 'F', 'E-', 'E-.F', 'F', 'C', 'G#', 'C', 'B-', 'B-', 'G', 'G#', 'F', 'G', 'E-', 'E-', 'F', 'F', 'C', 'C', 'E-']",43,77,11,120.0,4/4,"[0.75, 1.0, 0.5, 1.5, 2.0, 1.5, 1.25, 0.5, 0.25, Fraction(2, 3), 0.75, 1.25, 0.5, 0.75, Fraction(2, 3), 1.25, 0.75, 1.25, 0.75, Fraction(2, 3), 0.75, Fraction(1, 12), 0.5, Fraction(1, 3), 0.75, 0.5, 0.25, 0.5, 0.75, 0.75, 0.75, Fraction(2, 3), Fraction(2, 3), Fraction(4, 3), 1.75, 0.25, Fraction(13, 12), 0.5]",52,77,['Steinway Grand Piano']
BP_CR2_01877,C minor,"['B-', 'G', 'G', 'G', 'D.G', 'G', 'G', 'G', 'G', 'G', 'E-', 'G', 'G', 'G', 'G', 'E-', 'C', 'B-', 'G.B-', 'G', 'G', 'F', 'G', 'G', 'B-', 'C', 'C', 'C', 'C', 'C']",48,70,6,120.0,12/8,"[0.25, 1.25, Fraction(4, 3), Fraction(4, 3), 0.25, 0.25, 1.25, Fraction(4, 3), 2.5, 0.5, 1.0, 2.0, 0.75, 1.5, Fraction(2, 3), 1.5, 1.25, 1.5, 1.0, Fraction(2, 3), 0.5, 1.0, Fraction(1, 3), 1.5, 0.75, 0.5, 1.25, 0.5, 1.5, 1.25]",60,92,['Steinway Grand Piano']
BP_CR2_02331,B- minor,"['B-', 'C#', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'B-.C', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-']",34,49,5,120.0,4/4,"[1.0, Fraction(2, 3), Fraction(2, 3), 0.25, 0.5, 0.25, Fraction(2, 3), 0.5, 0.25, 0.5, 0.25, 0.75, 0.25, 0.25, 1.0, Fraction(1, 12), 2.25, 0.5, Fraction(2, 3), 0.5, 0.5, 0.25, 0.5, 0.25, 0.75, 0.75]",63,63,['Steinway Grand Piano']
BP_CR2_01881,C minor,"['C', 'C', 'C', 'C', 'F', 'C', 'C', 'C', 'E-', 'G']",41,55,3,120.0,12/8,"[Fraction(1, 3), 4.0, 1.5, 2.5, 0.25, 2.75, 0.5, 0.5, 2.75, Fraction(4, 3)]",66,82,['Steinway Grand Piano']
BP_CR2_02345,E- major,"['B-', 'B-', 'B-', 'B-.B-', 'B-', 'B-', 'G#', 'B-', 'B-', 'B-', 'C', 'B-', 'B-', 'B-', 'B-.B-', 'B-', 'B-', 'B-.B-', 'B-', 'B-', 'B-.C', 'C', 'B-', 'B-', 'B-', 'B-', 'G#', 'B-.G#', 'B-', 'B-', 'B-.B-', 'B-', 'B-', 'C', 'B-', 'B-', 'B-', 'B-', 'G#', 'B-.G#', 'B-', 'B-', 'B-', 'B-']",34,48,6,120.0,4/4,"[Fraction(2, 3), 0.5, Fraction(2, 3), 0.25, 0.75, 0.25, 0.75, Fraction(2, 3), Fraction(1, 3), 0.75, Fraction(2, 3), Fraction(1, 3), 0.75, Fraction(1, 3), 0.75, Fraction(2, 3), 0.25, Fraction(2, 3), Fraction(1, 3), Fraction(1, 3), 1.0, 0.25, Fraction(1, 3), 1.0, 0.25, 0.25, 0.25, 0.75, Fraction(2, 3), 0.25, 0.75, 1.0, 0.75, 0.5, Fraction(1, 3), 0.25, 0.25]",62,62,['Steinway Grand Piano']
BP_CR2_01904,G# minor,"['B-', 'E-', 'C#', 'B-.C#', 'B-', 'G#', 'F', 'E-', 'G#', 'B-', 'G#', 'G#', 'E-', 'G#', 'C#', 'G#', 'G#']",63,75,3,120.0,12/8,"[1.5, 2.75, 0.25, 1.5, 0.75, 1.25, Fraction(2, 3), 1.5, 0.75, Fraction(2, 3), Fraction(2, 3), 0.5, 1.5, 0.75, 1.25, 0.75]",63,63,['Steinway Grand Piano']
BP_CR2_02281,A- major,"['G#', 'E-', 'C#', 'C#', 'F', 'E-', 'E-', 'C', 'G#', 'G#', 'G#.B-', 'B-', 'B-', 'E-', 'E-']",32,53,6,120.0,4/4,"[1.75, 1.5, 0.5, 1.0, 1.5, 1.25, 1.75, Fraction(5, 3), Fraction(1, 3), Fraction(17, 12), Fraction(8, 3), 1.0, 3.0, 1.0]",76,76,['Classic Electric Piano']
BP_CR2_01880,F minor,"['C', 'G', 'C.G', 'C', 'C', 'E-', 'F', 'B-', 'B-', 'B-', 'C', 'B-', 'B-', 'C', 'B-', 'B-.C', 'C', 'B-', 'C', 'G', 'G', 'F', 'G', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'E-', 'D', 'C', 'C', 'C', 'C', 'G', 'G']",43,67,8,120.0,12/8,"[Fraction(1, 3), 1.25, 1.25, 1.0, 0.75, Fraction(1, 3), Fraction(4, 3), Fraction(4, 3), 2.25, 0.5, 0.25, 0.5, 0.5, 2.25, Fraction(1, 3), 0.75, 0.5, 0.5, 1.0, 1.0, Fraction(4, 3), 1.5, 0.75, 1.75, 2.75, 1.0, 0.5, 1.25, 1.25, 0.5, 0.5, 1.0, 0.25, 2.5, 1.5, 1.25, 1.25]",56,83,['Steinway Grand Piano']
BP_CR2_01890,B major,"['G#', 'B', 'G#', 'B', 'C#', 'E-', 'E-', 'C#', 'C#', 'C#.E-', 'E-', 'B', 'B', 'F#.B', 'F#']",54,63,3,120.0,18/8,"[0.75, 3.75, 0.75, 0.25, Fraction(5, 3), Fraction(4, 3), Fraction(8, 3), 3.0, 0.5, Fraction(2, 3), Fraction(5, 3), Fraction(5, 6), 4.25]",33,77,['Steinway Grand Piano']
BP_CR2_02323,E major,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B.B', 'B', 'B', 'B.B', 'B', 'B', 'B.B', 'B', 'B', 'B', 'B.B', 'B', 'B', 'B', 'B', 'B', 'B.B', 'B', 'B', 'B', 'B.B', 'B', 'B', 'B.B', 'B', 'B', 'B', 'B.B', 'B', 'B', 'B', 'C']",35,48,8,120.0,3/4,"[0.75, 0.25, 0.75, 0.25, 0.5, 0.25, Fraction(1, 3), 0.75, 0.25, 0.75, 0.25, 0.75, Fraction(1, 3), Fraction(2, 3), 0.25, 0.5, 0.25, Fraction(1, 3), 0.75, Fraction(1, 3), 0.75, 0.25, 0.75, Fraction(1, 12), Fraction(1, 3), 0.5, 0.5, 0.5, Fraction(1, 3), Fraction(1, 3), Fraction(1, 3), 0.5, Fraction(1, 3), 0.5, Fraction(1, 3), 0.5, 0.25, Fraction(1, 3), 0.25, 0.5, Fraction(1, 3), 0.5, Fraction(1, 3), Fraction(1, 3), Fraction(1, 3)]",79,89,['Classic Electric Piano']
BP_CR2_02350,C# major,"['G#.G#', 'G#', 'G#', 'G#', 'G#', 'G#', 'G#', 'G#', 'G#', 'G#', 'G#.G#', 'G#.G#', 'G#.G#', 'G#.G#', 'G#.G#', 'G#.G#', 'G#.G#', 'G#.G#', 'G#.G#', 'G#.G#']",32,44,5,120.0,4/4,"[1.25, 1.0, 1.0, 0.75, 0.25, 0.75, 1.0, 1.0, Fraction(2, 3), Fraction(1, 3), 0.75, 1.0, 0.75, 0.5, 0.5, 1.0, 1.0, 1.0, Fraction(1, 3), Fraction(1, 3)]",62,62,['Steinway Grand Piano']
BP_CR2_02280,C# major,"['G#', 'G#', 'G#.B-', 'B-', 'B-', 'G#', 'C', 'C', 'C#', 'F', 'E-']",32,53,4,120.0,4/4,"[1.5, Fraction(5, 3), Fraction(2, 3), 1.0, 1.75, 1.0, Fraction(1, 3), Fraction(5, 3), Fraction(5, 3), 1.75]",77,77,['Steinway Grand Piano']
BP_CR2_02325,E- major,"['B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-']",34,46,4,120.0,4/4,"[Fraction(4, 3), 0.75, 0.75, Fraction(2, 3), Fraction(1, 12), 1.0, 1.5, 1.25, 4.0, 1.5]",62,62,['Steinway Grand Piano']
BP_CR2_02272,E minor,"['G', 'G', 'G', 'G', 'G', 'F#', 'F#', 'F#', 'F#', 'F#', 'D', 'D', 'D', 'D.E', 'E', 'C', 'B.F#', 'B.G', 'B.E', 'B.F#', 'B.F#', 'B.D', 'B.C', 'B.D', 'B.E']",50,67,7,130.19,6/8,"[0.75, 0.75, 0.5, 0.5, 0.5, 0.75, 0.75, 0.5, 0.5, 0.5, 0.75, 0.75, Fraction(1, 3), Fraction(1, 3), Fraction(1, 3), 0.5, 0.5, 0.25, 0.25, 0.25, 0.5, 0.5, 0.5, 0.5]",61,95,['Steinway Grand Piano']
BP_CR2_01872,F minor,"['F', 'C', 'E-', 'G', 'C', 'E-', 'E-', 'G', 'G#', 'G#', 'G', 'G.G#', 'G#', 'G#', 'C']",41,72,3,120.0,4/4,"[0.5, 0.75, 0.75, 0.75, 0.75, 0.5, 0.25, Fraction(2, 3), 0.75, Fraction(1, 3), Fraction(2, 3), 0.75, 1.5, 2.0]",56,84,['Steinway Grand Piano']
BP_CR2_02326,E- major,"['B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-']",34,46,4,120.0,4/4,"[1.0, 1.0, 0.75, 0.75, 0.25, 0.5, 1.0, Fraction(8, 3), 4.0, Fraction(7, 12)]",62,62,['Steinway Grand Piano']
BP_CR2_02332,E- major,"['B-', 'B-', 'B-', 'B-', 'B-.B-', 'B-', 'B-', 'B-.B-', 'B-', 'B-', 'B-', 'C#', 'G', 'B-', 'G', 'G', 'C#', 'G', 'G', 'G', 'G', 'G', 'G']",34,58,4,120.0,4/4,"[1.5, 1.25, 1.0, Fraction(2, 3), 0.25, Fraction(2, 3), Fraction(1, 3), 0.25, 0.75, 0.25, 1.0, 1.5, Fraction(2, 3), Fraction(1, 3), Fraction(2, 3), Fraction(1, 3), 0.75, 0.25, 0.75, 0.25, 0.5, 0.25]",62,62,['Steinway Grand Piano']
BP_CR2_02330,E- major,"['B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'C#', 'C', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-', 'B-.C#', 'C#']",34,49,4,120.0,4/4,"[Fraction(5, 3), 1.0, 0.25, 1.0, 0.5, 1.25, 0.75, 0.75, 1.0, Fraction(2, 3), 0.75, Fraction(1, 3), Fraction(2, 3), Fraction(4, 3), 1.0, 0.25]",63,63,['Steinway Grand Piano']
BP_CR2_01937,D major,"['F#', 'F#', 'F#', 'E.F#', 'E', 'E.F#', 'D', 'E', 'D.E', 'D', 'A', 'A', 'B', 'A', 'G', 'A', 'D', 'D', 'D']",74,86,3,120.0,12/8,"[0.75, 0.5, Fraction(1, 3), 0.25, 0.25, 0.75, Fraction(1, 3), 0.5, 0.25, 1.0, Fraction(1, 3), Fraction(1, 3), 0.5, 0.5, 0.75, 1.0, 5.0]",57,81,['Steinway Grand Piano']
BP_CR2_01943,C major,"['F#', 'F', 'D', 'D', 'E', 'E', 'G', 'G']",74,79,4,120.0,12/8,"[3.25, 1.0, Fraction(5, 3), Fraction(4, 3), 3.0, 0.25, 5.5, 3.5]",65,70,['Steinway Grand Piano']
BP_CR2_01879,C minor,"['E-', 'F', 'E', 'E-.E', 'E-', 'E-', 'G#', 'C', 'C', 'C', 'C', 'E-', 'F', 'E-', 'C', 'C', 'C', 'C', 'C', 'B-', 'G', 'G', 'G', 'G', 'C', 'E-', 'C']",55,68,5,120.0,12/8,"[1.75, 0.25, 0.5, 1.75, Fraction(1, 3), Fraction(1, 3), 2.5, 1.5, Fraction(2, 3), Fraction(13, 12), 0.75, 1.0, 0.75, 0.75, Fraction(7, 12), 1.0, Fraction(2, 3), 0.5, 1.5, 1.0, 0.5, 1.5, Fraction(2, 3), Fraction(1, 3), 1.25]",48,89,['Steinway Grand Piano']
BP_CR2_01936,D major,"['E', 'F#', 'F#', 'F#', 'E.F#', 'D.E.F#', 'D', 'F#', 'E.F#', 'E', 'D', 'E', 'F#', 'E.F#', 'E', 'D', 'B.D', 'B', 'A.B', 'A', 'B', 'A', 'F#', 'E.F#', 'E.F#', 'E', 'A', 'A', 'B', 'A', 'B', 'A', 'G', 'A', 'A']",69,83,4,120.0,12/8,"[Fraction(1, 3), Fraction(2, 3), Fraction(2, 3), 0.5, 0.25, 0.25, Fraction(1, 3), Fraction(1, 3), Fraction(1, 3), 0.25, 0.25, Fraction(1, 3), 0.25, 0.75, Fraction(1, 3), Fraction(1, 3), 0.5, 1.5, Fraction(1, 3), 0.25, 1.5, 0.25, Fraction(1, 3), Fraction(4, 3), 0.25, 0.75, Fraction(2, 3), Fraction(1, 3), Fraction(4, 3), Fraction(1, 3)]",62,88,['Steinway Grand Piano']
BP_CR2_02336,E- major,"['F', 'G#', 'B-', 'B-.C', 'C', 'B-', 'G#', 'B-', 'F', 'B-', 'F#', 'F#', 'B-', 'B-', 'B-']",34,53,5,120.0,4/4,"[0.5, 0.25, Fraction(1, 3), Fraction(1, 3), 0.25, 0.25, 1.75, Fraction(1, 3), Fraction(10, 3), 0.75, 0.25, 1.5, 4.0, 0.5]",62,62,['Steinway Grand Piano']
BP_CR2_01938,D major,"['D', 'E', 'F#', 'C#', 'A', 'A', 'F#', 'D', 'A', 'A', 'F#', 'E', 'D', 'D']",74,88,4,120.0,12/8,"[0.75, 0.5, 0.75, 1.5, 0.5, 0.5, 0.5, 1.25, 1.0, 0.5, 1.25, 4.0, 1.75, 1.75]",61,89,['Steinway Grand Piano']
